id;name;nip;jhi_desc;visited;storegroup_id;worker_id;address
72;Sklep 72;12312123503;applications;false;7;8;Jana Pawła II 55, Kraków
73;Sklep 73;12312123504;applications;false;7;8;Jana Pawła II 55, Kraków
74;Sklep 74;12312123505;applications;false;7;8;Jana Pawła II 55, Kraków
75;Sklep 75;12312123506;applications;false;7;8;Jana Pawła II 55, Kraków
76;Sklep 76;12312123507;applications;false;7;8;Jana Pawła II 55, Kraków
77;Sklep 77;12312123508;applications;false;7;8;Jana Pawła II 55, Kraków
78;Sklep 78;12312123509;applications;false;7;8;Jana Pawła II 55, Kraków
79;Sklep 79;12312123510;applications;false;7;8;Jana Pawła II 55, Kraków
80;Sklep 80;12312123511;applications;false;7;8;Jana Pawła II 55, Kraków
81;Sklep 81;12312123512;applications;false;7;8;Jana Pawła II 55, Kraków
82;Sklep 82;12312123513;applications;false;7;8;Jana Pawła II 55, Kraków
83;Sklep 83;12312123514;applications;false;7;8;Jana Pawła II 55, Kraków
84;Sklep 84;12312123515;applications;false;7;8;Jana Pawła II 55, Kraków
85;Sklep 85;12312123516;applications;false;7;8;Jana Pawła II 55, Kraków
86;Sklep 86;12312123517;applications;false;7;8;Jana Pawła II 55, Kraków
87;Sklep 87;12312123518;applications;false;7;8;Jana Pawła II 55, Kraków
88;Sklep 88;12312123519;applications;false;7;8;Jana Pawła II 55, Kraków
89;Sklep 89;12312123520;applications;false;7;8;Jana Pawła II 55, Kraków
90;Sklep 90;12312123521;applications;false;7;8;Jana Pawła II 55, Kraków
91;Sklep 91;12312123522;applications;false;7;8;Jana Pawła II 55, Kraków
92;Sklep 92;12312123523;applications;false;7;8;Jana Pawła II 55, Kraków
93;Sklep 93;12312123524;applications;false;7;8;Jana Pawła II 55, Kraków
94;Sklep 94;12312123525;applications;false;7;8;Jana Pawła II 55, Kraków
95;Sklep 95;12312123526;applications;false;7;8;Jana Pawła II 55, Kraków
96;Sklep 96;12312123527;applications;false;7;8;Jana Pawła II 55, Kraków
97;Sklep 97;12312123528;applications;false;7;8;Jana Pawła II 55, Kraków
98;Sklep 98;12312123529;applications;false;7;8;Jana Pawła II 55, Kraków
99;Sklep 99;12312123530;applications;false;7;8;Jana Pawła II 55, Kraków
100;Sklep 100;12312123531;applications;false;7;8;Jana Pawła II 55, Kraków
101;Sklep 101;12312123532;applications;false;7;8;Jana Pawła II 55, Kraków
102;Sklep 102;12312123533;applications;false;7;8;Jana Pawła II 55, Kraków
103;Sklep 103;12312123534;applications;false;7;8;Jana Pawła II 55, Kraków
104;Sklep 104;12312123535;applications;false;7;8;Jana Pawła II 55, Kraków
105;Sklep 105;12312123536;applications;false;7;8;Jana Pawła II 55, Kraków
106;Sklep 106;12312123537;applications;false;7;8;Jana Pawła II 55, Kraków
107;Sklep 107;12312123538;applications;false;7;8;Jana Pawła II 55, Kraków
108;Sklep 108;12312123539;applications;false;7;8;Jana Pawła II 55, Kraków
109;Sklep 109;12312123540;applications;false;7;8;Jana Pawła II 55, Kraków
110;Sklep 110;12312123541;applications;false;7;8;Jana Pawła II 55, Kraków
111;Sklep 111;12312123542;applications;false;7;8;Jana Pawła II 55, Kraków
112;Sklep 112;12312123543;applications;false;7;8;Jana Pawła II 55, Kraków
113;Sklep 113;12312123544;applications;false;7;8;Jana Pawła II 55, Kraków
114;Sklep 114;12312123545;applications;false;7;8;Jana Pawła II 55, Kraków
115;Sklep 115;12312123546;applications;false;7;8;Jana Pawła II 55, Kraków
116;Sklep 116;12312123547;applications;false;7;8;Jana Pawła II 55, Kraków
117;Sklep 117;12312123548;applications;false;7;8;Jana Pawła II 55, Kraków
118;Sklep 118;12312123549;applications;false;7;8;Jana Pawła II 55, Kraków
119;Sklep 119;12312123550;applications;false;7;8;Jana Pawła II 55, Kraków
120;Sklep 120;12312123551;applications;false;7;8;Jana Pawła II 55, Kraków
121;Sklep 121;12312123552;applications;false;7;8;Jana Pawła II 55, Kraków
122;Sklep 122;12312123553;applications;false;7;8;Jana Pawła II 55, Kraków
123;Sklep 123;12312123554;applications;false;7;8;Jana Pawła II 55, Kraków
124;Sklep 124;12312123555;applications;false;7;8;Jana Pawła II 55, Kraków
125;Sklep 125;12312123556;applications;false;7;8;Jana Pawła II 55, Kraków
126;Sklep 126;12312123557;applications;false;7;8;Jana Pawła II 55, Kraków
127;Sklep 127;12312123558;applications;false;7;8;Jana Pawła II 55, Kraków
128;Sklep 128;12312123559;applications;false;7;8;Jana Pawła II 55, Kraków
129;Sklep 129;12312123560;applications;false;7;8;Jana Pawła II 55, Kraków
130;Sklep 130;12312123561;applications;false;7;8;Jana Pawła II 55, Kraków
131;Sklep 131;12312123562;applications;false;7;8;Jana Pawła II 55, Kraków
132;Sklep 132;12312123563;applications;false;7;8;Jana Pawła II 55, Kraków
133;Sklep 133;12312123564;applications;false;7;8;Jana Pawła II 55, Kraków
134;Sklep 134;12312123565;applications;false;7;8;Jana Pawła II 55, Kraków
135;Sklep 135;12312123566;applications;false;7;8;Jana Pawła II 55, Kraków
136;Sklep 136;12312123567;applications;false;7;8;Jana Pawła II 55, Kraków
137;Sklep 137;12312123568;applications;false;7;8;Jana Pawła II 55, Kraków
138;Sklep 138;12312123569;applications;false;7;8;Jana Pawła II 55, Kraków
139;Sklep 139;12312123570;applications;false;7;8;Jana Pawła II 55, Kraków
140;Sklep 140;12312123571;applications;false;7;8;Jana Pawła II 55, Kraków
141;Sklep 141;12312123572;applications;false;7;8;Jana Pawła II 55, Kraków
142;Sklep 142;12312123573;applications;false;7;8;Jana Pawła II 55, Kraków
143;Sklep 143;12312123574;applications;false;7;8;Jana Pawła II 55, Kraków
144;Sklep 144;12312123575;applications;false;7;8;Jana Pawła II 55, Kraków
145;Sklep 145;12312123576;applications;false;7;8;Jana Pawła II 55, Kraków
146;Sklep 146;12312123577;applications;false;7;8;Jana Pawła II 55, Kraków
147;Sklep 147;12312123578;applications;false;7;8;Jana Pawła II 55, Kraków
148;Sklep 148;12312123579;applications;false;7;8;Jana Pawła II 55, Kraków
149;Sklep 149;12312123580;applications;false;7;8;Jana Pawła II 55, Kraków
150;Sklep 150;12312123581;applications;false;7;8;Jana Pawła II 55, Kraków
151;Sklep 151;12312123582;applications;false;7;8;Jana Pawła II 55, Kraków
152;Sklep 152;12312123583;applications;false;7;8;Jana Pawła II 55, Kraków
153;Sklep 153;12312123584;applications;false;7;8;Jana Pawła II 55, Kraków
154;Sklep 154;12312123585;applications;false;7;8;Jana Pawła II 55, Kraków
155;Sklep 155;12312123586;applications;false;7;8;Jana Pawła II 55, Kraków
156;Sklep 156;12312123587;applications;false;7;8;Jana Pawła II 55, Kraków
157;Sklep 157;12312123588;applications;false;7;8;Jana Pawła II 55, Kraków
158;Sklep 158;12312123589;applications;false;7;8;Jana Pawła II 55, Kraków
159;Sklep 159;12312123590;applications;false;7;8;Jana Pawła II 55, Kraków
160;Sklep 160;12312123591;applications;false;7;8;Jana Pawła II 55, Kraków
161;Sklep 161;12312123592;applications;false;7;8;Jana Pawła II 55, Kraków
162;Sklep 162;12312123593;applications;false;7;8;Jana Pawła II 55, Kraków
163;Sklep 163;12312123594;applications;false;7;8;Jana Pawła II 55, Kraków
164;Sklep 164;12312123595;applications;false;7;8;Jana Pawła II 55, Kraków
165;Sklep 165;12312123596;applications;false;7;8;Jana Pawła II 55, Kraków
166;Sklep 166;12312123597;applications;false;7;8;Jana Pawła II 55, Kraków
167;Sklep 167;12312123598;applications;false;7;8;Jana Pawła II 55, Kraków
168;Sklep 168;12312123599;applications;false;7;8;Jana Pawła II 55, Kraków
169;Sklep 169;12312123600;applications;false;7;8;Jana Pawła II 55, Kraków
170;Sklep 170;12312123601;applications;false;7;8;Jana Pawła II 55, Kraków
171;Sklep 171;12312123602;applications;false;7;8;Jana Pawła II 55, Kraków
172;Sklep 172;12312123603;applications;false;7;8;Jana Pawła II 55, Kraków
173;Sklep 173;12312123604;applications;false;7;8;Jana Pawła II 55, Kraków
174;Sklep 174;12312123605;applications;false;7;8;Jana Pawła II 55, Kraków
175;Sklep 175;12312123606;applications;false;7;8;Jana Pawła II 55, Kraków
176;Sklep 176;12312123607;applications;false;7;8;Jana Pawła II 55, Kraków
177;Sklep 177;12312123608;applications;false;7;8;Jana Pawła II 55, Kraków
178;Sklep 178;12312123609;applications;false;7;8;Jana Pawła II 55, Kraków
179;Sklep 179;12312123610;applications;false;7;8;Jana Pawła II 55, Kraków
180;Sklep 180;12312123611;applications;false;7;8;Jana Pawła II 55, Kraków
181;Sklep 181;12312123612;applications;false;7;8;Jana Pawła II 55, Kraków
182;Sklep 182;12312123613;applications;false;7;8;Jana Pawła II 55, Kraków
183;Sklep 183;12312123614;applications;false;7;8;Jana Pawła II 55, Kraków
184;Sklep 184;12312123615;applications;false;7;8;Jana Pawła II 55, Kraków
185;Sklep 185;12312123616;applications;false;7;8;Jana Pawła II 55, Kraków
186;Sklep 186;12312123617;applications;false;7;8;Jana Pawła II 55, Kraków
187;Sklep 187;12312123618;applications;false;7;8;Jana Pawła II 55, Kraków
188;Sklep 188;12312123619;applications;false;7;8;Jana Pawła II 55, Kraków
189;Sklep 189;12312123620;applications;false;7;8;Jana Pawła II 55, Kraków
190;Sklep 190;12312123621;applications;false;7;8;Jana Pawła II 55, Kraków
191;Sklep 191;12312123622;applications;false;7;8;Jana Pawła II 55, Kraków
192;Sklep 192;12312123623;applications;false;7;8;Jana Pawła II 55, Kraków
193;Sklep 193;12312123624;applications;false;7;8;Jana Pawła II 55, Kraków
194;Sklep 194;12312123625;applications;false;7;8;Jana Pawła II 55, Kraków
195;Sklep 195;12312123626;applications;false;7;8;Jana Pawła II 55, Kraków
196;Sklep 196;12312123627;applications;false;7;8;Jana Pawła II 55, Kraków
197;Sklep 197;12312123628;applications;false;7;8;Jana Pawła II 55, Kraków
198;Sklep 198;12312123629;applications;false;7;8;Jana Pawła II 55, Kraków
199;Sklep 199;12312123630;applications;false;7;8;Jana Pawła II 55, Kraków
200;Sklep 200;12312123631;applications;false;7;8;Jana Pawła II 55, Kraków
201;Sklep 201;12312123632;applications;false;7;8;Jana Pawła II 55, Kraków
202;Sklep 202;12312123633;applications;false;7;8;Jana Pawła II 55, Kraków
203;Sklep 203;12312123634;applications;false;7;8;Jana Pawła II 55, Kraków
204;Sklep 204;12312123635;applications;false;7;8;Jana Pawła II 55, Kraków
205;Sklep 205;12312123636;applications;false;7;8;Jana Pawła II 55, Kraków
206;Sklep 206;12312123637;applications;false;7;8;Jana Pawła II 55, Kraków
207;Sklep 207;12312123638;applications;false;7;8;Jana Pawła II 55, Kraków
208;Sklep 208;12312123639;applications;false;7;8;Jana Pawła II 55, Kraków
209;Sklep 209;12312123640;applications;false;7;8;Jana Pawła II 55, Kraków
210;Sklep 210;12312123641;applications;false;7;8;Jana Pawła II 55, Kraków
211;Sklep 211;12312123642;applications;false;7;8;Jana Pawła II 55, Kraków
212;Sklep 212;12312123643;applications;false;7;8;Jana Pawła II 55, Kraków
213;Sklep 213;12312123644;applications;false;7;8;Jana Pawła II 55, Kraków
214;Sklep 214;12312123645;applications;false;7;8;Jana Pawła II 55, Kraków
215;Sklep 215;12312123646;applications;false;7;8;Jana Pawła II 55, Kraków
216;Sklep 216;12312123647;applications;false;7;8;Jana Pawła II 55, Kraków
217;Sklep 217;12312123648;applications;false;7;8;Jana Pawła II 55, Kraków
218;Sklep 218;12312123649;applications;false;7;8;Jana Pawła II 55, Kraków
219;Sklep 219;12312123650;applications;false;7;8;Jana Pawła II 55, Kraków
220;Sklep 220;12312123651;applications;false;7;8;Jana Pawła II 55, Kraków
221;Sklep 221;12312123652;applications;false;7;8;Jana Pawła II 55, Kraków
222;Sklep 222;12312123653;applications;false;7;8;Jana Pawła II 55, Kraków
223;Sklep 223;12312123654;applications;false;7;8;Jana Pawła II 55, Kraków
224;Sklep 224;12312123655;applications;false;7;8;Jana Pawła II 55, Kraków
225;Sklep 225;12312123656;applications;false;7;8;Jana Pawła II 55, Kraków
226;Sklep 226;12312123657;applications;false;7;8;Jana Pawła II 55, Kraków
227;Sklep 227;12312123658;applications;false;7;8;Jana Pawła II 55, Kraków
228;Sklep 228;12312123659;applications;false;7;8;Jana Pawła II 55, Kraków
229;Sklep 229;12312123660;applications;false;7;8;Jana Pawła II 55, Kraków
230;Sklep 230;12312123661;applications;false;7;8;Jana Pawła II 55, Kraków
231;Sklep 231;12312123662;applications;false;7;8;Jana Pawła II 55, Kraków
232;Sklep 232;12312123663;applications;false;7;8;Jana Pawła II 55, Kraków
233;Sklep 233;12312123664;applications;false;7;8;Jana Pawła II 55, Kraków
234;Sklep 234;12312123665;applications;false;7;8;Jana Pawła II 55, Kraków
235;Sklep 235;12312123666;applications;false;7;8;Jana Pawła II 55, Kraków
236;Sklep 236;12312123667;applications;false;7;8;Jana Pawła II 55, Kraków
237;Sklep 237;12312123668;applications;false;7;8;Jana Pawła II 55, Kraków
238;Sklep 238;12312123669;applications;false;7;8;Jana Pawła II 55, Kraków
239;Sklep 239;12312123670;applications;false;7;8;Jana Pawła II 55, Kraków
240;Sklep 240;12312123671;applications;false;7;8;Jana Pawła II 55, Kraków
241;Sklep 241;12312123672;applications;false;7;8;Jana Pawła II 55, Kraków
242;Sklep 242;12312123673;applications;false;7;8;Jana Pawła II 55, Kraków
243;Sklep 243;12312123674;applications;false;7;8;Jana Pawła II 55, Kraków
244;Sklep 244;12312123675;applications;false;7;8;Jana Pawła II 55, Kraków
245;Sklep 245;12312123676;applications;false;7;8;Jana Pawła II 55, Kraków
246;Sklep 246;12312123677;applications;false;7;8;Jana Pawła II 55, Kraków
247;Sklep 247;12312123678;applications;false;7;8;Jana Pawła II 55, Kraków
248;Sklep 248;12312123679;applications;false;7;8;Jana Pawła II 55, Kraków
249;Sklep 249;12312123680;applications;false;7;8;Jana Pawła II 55, Kraków
250;Sklep 250;12312123681;applications;false;7;8;Jana Pawła II 55, Kraków
251;Sklep 251;12312123682;applications;false;7;8;Jana Pawła II 55, Kraków
252;Sklep 252;12312123683;applications;false;7;8;Jana Pawła II 55, Kraków
253;Sklep 253;12312123684;applications;false;7;8;Jana Pawła II 55, Kraków
254;Sklep 254;12312123685;applications;false;7;8;Jana Pawła II 55, Kraków
255;Sklep 255;12312123686;applications;false;7;8;Jana Pawła II 55, Kraków
256;Sklep 256;12312123687;applications;false;7;8;Jana Pawła II 55, Kraków
257;Sklep 257;12312123688;applications;false;7;8;Jana Pawła II 55, Kraków
258;Sklep 258;12312123689;applications;false;7;8;Jana Pawła II 55, Kraków
259;Sklep 259;12312123690;applications;false;7;8;Jana Pawła II 55, Kraków
260;Sklep 260;12312123691;applications;false;7;8;Jana Pawła II 55, Kraków
261;Sklep 261;12312123692;applications;false;7;8;Jana Pawła II 55, Kraków
262;Sklep 262;12312123693;applications;false;7;8;Jana Pawła II 55, Kraków
263;Sklep 263;12312123694;applications;false;7;8;Jana Pawła II 55, Kraków
264;Sklep 264;12312123695;applications;false;7;8;Jana Pawła II 55, Kraków
265;Sklep 265;12312123696;applications;false;7;8;Jana Pawła II 55, Kraków
266;Sklep 266;12312123697;applications;false;7;8;Jana Pawła II 55, Kraków
267;Sklep 267;12312123698;applications;false;7;8;Jana Pawła II 55, Kraków
268;Sklep 268;12312123699;applications;false;7;8;Jana Pawła II 55, Kraków
269;Sklep 269;12312123700;applications;false;7;8;Jana Pawła II 55, Kraków
270;Sklep 270;12312123701;applications;false;7;8;Jana Pawła II 55, Kraków
271;Sklep 271;12312123702;applications;false;7;8;Jana Pawła II 55, Kraków
272;Sklep 272;12312123703;applications;false;7;8;Jana Pawła II 55, Kraków
273;Sklep 273;12312123704;applications;false;7;8;Jana Pawła II 55, Kraków
274;Sklep 274;12312123705;applications;false;7;8;Jana Pawła II 55, Kraków
275;Sklep 275;12312123706;applications;false;7;8;Jana Pawła II 55, Kraków
276;Sklep 276;12312123707;applications;false;7;8;Jana Pawła II 55, Kraków
277;Sklep 277;12312123708;applications;false;7;8;Jana Pawła II 55, Kraków
278;Sklep 278;12312123709;applications;false;7;8;Jana Pawła II 55, Kraków
279;Sklep 279;12312123710;applications;false;7;8;Jana Pawła II 55, Kraków
280;Sklep 280;12312123711;applications;false;7;8;Jana Pawła II 55, Kraków
281;Sklep 281;12312123712;applications;false;7;8;Jana Pawła II 55, Kraków
282;Sklep 282;12312123713;applications;false;7;8;Jana Pawła II 55, Kraków
283;Sklep 283;12312123714;applications;false;7;8;Jana Pawła II 55, Kraków
284;Sklep 284;12312123715;applications;false;7;8;Jana Pawła II 55, Kraków
285;Sklep 285;12312123716;applications;false;7;8;Jana Pawła II 55, Kraków
286;Sklep 286;12312123717;applications;false;7;8;Jana Pawła II 55, Kraków
287;Sklep 287;12312123718;applications;false;7;8;Jana Pawła II 55, Kraków
288;Sklep 288;12312123719;applications;false;7;8;Jana Pawła II 55, Kraków
289;Sklep 289;12312123720;applications;false;7;8;Jana Pawła II 55, Kraków
290;Sklep 290;12312123721;applications;false;7;8;Jana Pawła II 55, Kraków
291;Sklep 291;12312123722;applications;false;7;8;Jana Pawła II 55, Kraków
292;Sklep 292;12312123723;applications;false;7;8;Jana Pawła II 55, Kraków
293;Sklep 293;12312123724;applications;false;7;8;Jana Pawła II 55, Kraków
294;Sklep 294;12312123725;applications;false;7;8;Jana Pawła II 55, Kraków
295;Sklep 295;12312123726;applications;false;7;8;Jana Pawła II 55, Kraków
296;Sklep 296;12312123727;applications;false;7;8;Jana Pawła II 55, Kraków
297;Sklep 297;12312123728;applications;false;7;8;Jana Pawła II 55, Kraków
298;Sklep 298;12312123729;applications;false;7;8;Jana Pawła II 55, Kraków
299;Sklep 299;12312123730;applications;false;7;8;Jana Pawła II 55, Kraków
300;Sklep 300;12312123731;applications;false;7;8;Jana Pawła II 55, Kraków
301;Sklep 301;12312123732;applications;false;7;8;Jana Pawła II 55, Kraków
302;Sklep 302;12312123733;applications;false;7;8;Jana Pawła II 55, Kraków
303;Sklep 303;12312123734;applications;false;7;8;Jana Pawła II 55, Kraków
304;Sklep 304;12312123735;applications;false;7;8;Jana Pawła II 55, Kraków
305;Sklep 305;12312123736;applications;false;7;8;Jana Pawła II 55, Kraków
306;Sklep 306;12312123737;applications;false;7;8;Jana Pawła II 55, Kraków
307;Sklep 307;12312123738;applications;false;7;8;Jana Pawła II 55, Kraków
308;Sklep 308;12312123739;applications;false;7;8;Jana Pawła II 55, Kraków
309;Sklep 309;12312123740;applications;false;7;8;Jana Pawła II 55, Kraków
310;Sklep 310;12312123741;applications;false;7;8;Jana Pawła II 55, Kraków
311;Sklep 311;12312123742;applications;false;7;8;Jana Pawła II 55, Kraków
312;Sklep 312;12312123743;applications;false;7;8;Jana Pawła II 55, Kraków
313;Sklep 313;12312123744;applications;false;7;8;Jana Pawła II 55, Kraków
314;Sklep 314;12312123745;applications;false;7;8;Jana Pawła II 55, Kraków
315;Sklep 315;12312123746;applications;false;7;8;Jana Pawła II 55, Kraków
316;Sklep 316;12312123747;applications;false;7;8;Jana Pawła II 55, Kraków
317;Sklep 317;12312123748;applications;false;7;8;Jana Pawła II 55, Kraków
318;Sklep 318;12312123749;applications;false;7;8;Jana Pawła II 55, Kraków
319;Sklep 319;12312123750;applications;false;7;8;Jana Pawła II 55, Kraków
320;Sklep 320;12312123751;applications;false;7;8;Jana Pawła II 55, Kraków
321;Sklep 321;12312123752;applications;false;7;8;Jana Pawła II 55, Kraków
322;Sklep 322;12312123753;applications;false;7;8;Jana Pawła II 55, Kraków
323;Sklep 323;12312123754;applications;false;7;8;Jana Pawła II 55, Kraków
324;Sklep 324;12312123755;applications;false;7;8;Jana Pawła II 55, Kraków
325;Sklep 325;12312123756;applications;false;7;8;Jana Pawła II 55, Kraków
326;Sklep 326;12312123757;applications;false;7;8;Jana Pawła II 55, Kraków
327;Sklep 327;12312123758;applications;false;7;8;Jana Pawła II 55, Kraków
328;Sklep 328;12312123759;applications;false;7;8;Jana Pawła II 55, Kraków
329;Sklep 329;12312123760;applications;false;7;8;Jana Pawła II 55, Kraków
330;Sklep 330;12312123761;applications;false;7;8;Jana Pawła II 55, Kraków
331;Sklep 331;12312123762;applications;false;7;8;Jana Pawła II 55, Kraków
332;Sklep 332;12312123763;applications;false;7;8;Jana Pawła II 55, Kraków
333;Sklep 333;12312123764;applications;false;7;8;Jana Pawła II 55, Kraków
334;Sklep 334;12312123765;applications;false;7;8;Jana Pawła II 55, Kraków
335;Sklep 335;12312123766;applications;false;7;8;Jana Pawła II 55, Kraków
336;Sklep 336;12312123767;applications;false;7;8;Jana Pawła II 55, Kraków
337;Sklep 337;12312123768;applications;false;7;8;Jana Pawła II 55, Kraków
338;Sklep 338;12312123769;applications;false;7;8;Jana Pawła II 55, Kraków
339;Sklep 339;12312123770;applications;false;7;8;Jana Pawła II 55, Kraków
340;Sklep 340;12312123771;applications;false;7;8;Jana Pawła II 55, Kraków
341;Sklep 341;12312123772;applications;false;7;8;Jana Pawła II 55, Kraków
342;Sklep 342;12312123773;applications;false;7;8;Jana Pawła II 55, Kraków
343;Sklep 343;12312123774;applications;false;7;8;Jana Pawła II 55, Kraków
344;Sklep 344;12312123775;applications;false;7;8;Jana Pawła II 55, Kraków
345;Sklep 345;12312123776;applications;false;7;8;Jana Pawła II 55, Kraków
346;Sklep 346;12312123777;applications;false;7;8;Jana Pawła II 55, Kraków
347;Sklep 347;12312123778;applications;false;7;8;Jana Pawła II 55, Kraków
348;Sklep 348;12312123779;applications;false;7;8;Jana Pawła II 55, Kraków
349;Sklep 349;12312123780;applications;false;7;8;Jana Pawła II 55, Kraków
350;Sklep 350;12312123781;applications;false;7;8;Jana Pawła II 55, Kraków
351;Sklep 351;12312123782;applications;false;7;8;Jana Pawła II 55, Kraków
352;Sklep 352;12312123783;applications;false;7;8;Jana Pawła II 55, Kraków
353;Sklep 353;12312123784;applications;false;7;8;Jana Pawła II 55, Kraków
354;Sklep 354;12312123785;applications;false;7;8;Jana Pawła II 55, Kraków
355;Sklep 355;12312123786;applications;false;7;8;Jana Pawła II 55, Kraków
356;Sklep 356;12312123787;applications;false;7;8;Jana Pawła II 55, Kraków
357;Sklep 357;12312123788;applications;false;7;8;Jana Pawła II 55, Kraków
